,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
607,7279,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
608,6280,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
609,6280,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
610,338,MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
611,6398,Madden NFL 08,DS,2007,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27
612,5499,Madden NFL 09,DS,2008,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.33
613,9574,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13
614,6185,Monopoly,DS,2010,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28
615,6185,Monopoly,DS,2010,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28
616,798,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09
617,1173,MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
618,1222,The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53
619,7269,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22
620,5552,EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33
621,2795,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73
622,1901,MySims Agents,DS,2009,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08
623,1912,Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08
624,12649,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06
625,4922,Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.22,0.13,0.0,0.04,0.39
626,2442,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85
627,8109,Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18
628,3204,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63
629,10298,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
630,2910,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
631,6825,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24
632,10096,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
633,3235,MySims Racing,DS,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63
634,3315,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
635,4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42
636,3774,SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53
637,6269,Boogie,DS,2007,Misc,Electronic Arts,0.25,0.0,0.0,0.02,0.27
638,5301,SimCity Creator,DS,2008,Simulation,Electronic Arts,0.3,0.03,0.0,0.03,0.35
639,13518,FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04
640,6878,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0.0,0.02,0.24
641,5546,MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.22,0.08,0.0,0.03,0.33
642,5679,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32
643,5891,MySims Party,DS,2009,Simulation,Electronic Arts,0.15,0.12,0.0,0.03,0.3
644,6286,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27
645,11729,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08
646,9272,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
647,10264,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11
648,10761,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1
649,9816,Zubo,DS,2008,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12
650,10926,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09
651,12254,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06
652,15805,Football Academy,DS,2009,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
653,514,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
654,816,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06
655,816,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06
656,104,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
657,113,FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9
658,122,FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
659,220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
660,5058,FIFA 17,PS3,2016,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38
661,3864,Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52
662,499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
663,499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
664,478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
665,2525,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.82
666,1283,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
667,1311,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
668,604,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56
669,670,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37
670,518,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
671,523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
672,719,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25
673,809,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08
674,563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
675,1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
676,2130,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97
677,912,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89
678,1135,Rock Band,PS3,2006,Misc,Electronic Arts,0.99,0.41,0.0,0.22,1.62
679,823,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
680,5255,Monopoly,PS3,2008,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36
681,5255,Monopoly,PS3,2008,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36
682,984,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77
683,4868,NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4
684,837,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04
685,1373,Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41
686,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02
687,842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02
688,3130,Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,0.65
689,865,Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97
690,1088,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
691,2229,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93
692,1722,Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
693,1220,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0.0,0.21,1.53
694,2295,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91
695,1345,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44
696,1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
697,1313,Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46
698,1517,Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3
699,2253,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92
700,1530,FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29
701,1530,FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29
702,1614,2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
703,1621,Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
704,11706,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0.0,0.01,0.08
705,2690,Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
706,1778,Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
707,2465,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
708,2430,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85
709,2609,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79
710,2389,NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87
711,2563,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8
712,2385,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
713,2790,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74
714,3803,Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
715,2077,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0
716,2495,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83
717,2439,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85
718,2557,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81
719,2464,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84
720,2306,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
721,2311,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9
722,2390,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87
723,6744,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25
724,2457,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
725,6750,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.25
726,2739,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
727,5013,NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
728,5398,Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.13,0.0,0.06,0.34
729,2705,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.26,0.0,0.12,0.76
730,4744,Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.16,0.18,0.0,0.07,0.41
731,3375,NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6
732,3178,NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
733,3958,Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
734,5010,Skate,PS3,2007,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38
735,3460,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58
736,3843,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52
737,3420,NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59
738,3097,NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65
739,3496,NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58
740,3080,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66
741,13995,NHL 16,PS3,2015,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.04
742,3352,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
743,5015,NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38
744,6066,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.12,0.0,0.05,0.29
745,4661,Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.13,0.21,0.0,0.08,0.42
746,3640,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55
747,6586,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.26
748,3992,The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.22,0.0,0.08,0.5
749,5420,NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.34
750,8823,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15
751,4717,Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
752,4953,Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39
753,5041,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38
754,5405,Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.15,0.0,0.05,0.34
755,10075,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
756,6196,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28
757,8457,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17
758,8485,Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16
759,6612,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
760,7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21
761,7647,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
762,8258,FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.03,0.0,0.02,0.17
763,10026,Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
764,1065,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0.0,0.13,1.69
765,681,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33
766,681,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33
767,100,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
768,257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
769,276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
770,450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
771,3423,Madden NFL 06,X360,2006,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.59
772,8192,FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0.0,0.01,0.18
773,966,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8
774,1175,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
775,1175,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
776,1532,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29
777,1532,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29
778,302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
779,370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
780,380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
781,2125,Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0.0,0.1,0.98
782,449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
783,458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
784,1405,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
785,507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
786,517,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
787,583,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
788,731,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22
789,556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
790,560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
791,897,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92
792,600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
793,666,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37
794,607,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
795,625,Rock Band,X360,2006,Misc,Electronic Arts,1.93,0.34,0.0,0.21,2.48
796,815,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
797,3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6
798,3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6
799,735,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2
800,751,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18
801,4835,NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4
802,1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38
803,844,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0.0,0.17,2.02
804,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42
805,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42
806,3633,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55
807,1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36
808,2813,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73
809,1292,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
810,2823,SSX,X360,2012,Sports,Electronic Arts,0.38,0.28,0.0,0.06,0.72
811,1113,Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
812,1370,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.41
813,1989,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05
814,1230,Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.45,0.0,0.13,1.52
815,1302,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
816,1727,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17
817,1452,Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35
818,4293,NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46
819,4925,EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.17,0.0,0.04,0.39
820,2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1,0.92
821,2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1,0.92
822,2426,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
823,1851,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
824,11566,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0.0,0.01,0.08
825,1762,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16
826,2565,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8
827,1818,Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
828,1876,Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
829,3114,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65
830,1903,NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08
831,1919,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07
832,1951,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
833,3692,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54
834,2027,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
835,2083,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99
836,2091,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99
837,2192,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.08,0.95
838,2212,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94
839,2250,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92
840,2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
841,3934,Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0.0,0.04,0.51
842,3229,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63
843,5778,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31
844,2351,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
845,5892,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.04,0.0,0.02,0.3
846,3805,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53
847,7377,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0.0,0.01,0.21
848,2596,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
849,2912,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7
850,5654,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.12,0.0,0.03,0.32
851,3162,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.21,0.0,0.06,0.64
852,6123,Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28
853,2809,NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73
854,3836,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52
855,4107,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48
856,2848,Skate,X360,2007,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72
857,2899,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71
858,2900,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71
859,2905,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7
860,4283,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0.0,0.05,0.46
861,3048,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0.0,0.05,0.67
862,3065,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66
863,3101,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65
864,5995,NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29
865,15799,NHL 16,X360,2015,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
